datetime,region,coal_MW,gas_MW,oil_MW,nuclear_MW,wind_MW,solar_MW,hydro_MW
2024-01-01 00:00:00,EU,15.74017418970309,31.311766015603997,1.4207724471703234,25.517110564020744,20.277301650662977,1.7356982618716699,9.507720585755267
2024-01-01 01:00:00,EU,22.39809388942909,32.31560610476491,2.180558590996588,24.97252819164603,26.9944165794812,3.4558135730555155,10.624690499713923
2024-01-01 02:00:00,EU,18.4457481777481,30.662683762333085,2.221883277469325,25.169407032096,21.430796331799947,8.286306626429631,10.217529440465698
2024-01-01 03:00:00,EU,18.52758988655145,32.80685379191705,1.4226791576743854,24.877690223877504,24.878939515772004,13.07108759902014,8.904497521163362
2024-01-01 04:00:00,EU,18.121229795634765,31.95034277247313,2.2887316202632024,25.431201326930655,20.019850975358697,16.40362467724264,9.988709934021653
2024-01-01 05:00:00,EU,16.720834762707934,31.563746147241197,2.267669592559243,23.88996392145561,27.79255985481305,17.71452069629008,9.905861888083669
2024-01-01 06:00:00,EU,18.230315862422184,35.06184903988856,1.991225641899346,25.92245964747674,19.309460050273128,19.061327168850994,8.879290795179848
2024-01-01 07:00:00,EU,17.023525781112358,32.36193335255951,1.2700891619497483,26.216984232923807,19.398886461442913,19.40141391018455,10.078882321625654
2024-01-01 08:00:00,EU,17.546285555970357,30.537688466172177,2.1409602516491058,24.495880299888288,20.955221355011727,16.18929781446737,8.395982268291386
2024-01-01 09:00:00,EU,17.3576682562279,33.198759831857366,1.296315298429735,25.226111003455237,16.86616755325958,13.502494160311855,9.280157878854235
2024-01-01 10:00:00,EU,16.670420213379504,29.69726883176176,2.1090523807169204,25.04521559479109,23.690790431980258,10.087587807554417,8.379710016027413
2024-01-01 11:00:00,EU,19.528048998726337,31.992232699941578,2.3150398966690653,24.892062435635456,25.251173349631177,4.867451811236181,9.565984895661085
2024-01-01 12:00:00,EU,18.53628583325087,28.857659675782966,2.401156480150444,25.405974525652912,20.415793107667398,0.8905046437640868,9.24620958905657
2024-01-01 13:00:00,EU,17.58281538167793,32.607136534785255,1.9539621031154646,25.432693947199176,27.52876885269157,0.0,10.491767844987624
2024-01-01 14:00:00,EU,16.47573630303819,34.452797879901375,2.1202874220541648,24.84930422064603,26.644812687432747,0.9860026333328847,10.798764750346034
2024-01-01 15:00:00,EU,16.710044291569304,31.046246369747397,1.9843581621245125,24.622149556131827,27.189191651025283,0.0,11.043919396178811
2024-01-01 16:00:00,EU,18.146693371372848,32.44493846529556,2.1797591857442815,25.065243275779142,22.62200563461253,1.7677248060841577,8.852159828254475
2024-01-01 17:00:00,EU,18.818609274814605,33.36500014028253,2.0023601622231646,25.596582446466478,22.486688357010472,0.0,7.109484406088217
2024-01-01 18:00:00,EU,20.39890399209107,34.17466406437146,1.5767580336397535,24.88907486377449,22.80052495635606,0.0,8.867827258146168
2024-01-01 19:00:00,EU,16.600360430359366,31.23833511359193,2.079301886425568,25.140053633419548,21.41052052217269,1.254919193094295,11.561064805863642
2024-01-01 20:00:00,EU,17.940012080153043,34.51238066032667,2.0531621193832805,24.214710276418003,23.69652673401069,0.0,12.463474407566054
2024-01-01 21:00:00,EU,20.3733033210165,31.369284709274183,1.8031999681996176,25.03806519136638,26.774670437862536,0.0,10.756794251054966
2024-01-01 22:00:00,EU,18.285675095763875,33.94278912827596,2.102173378286899,25.673414959974878,18.55419775038127,0.0,7.721076246352821
2024-01-01 23:00:00,EU,16.212266782107065,30.73379523769218,1.707852199838705,24.660467037300933,23.367351315148916,0.40640772185516405,8.62069561322867
2024-01-02 00:00:00,EU,21.260119529205898,34.252953080560744,1.6902204504662766,25.067300341625415,21.77732982152373,0.5974989644096071,8.350139881007514
2024-01-02 01:00:00,EU,16.92259748969228,31.969417045711356,1.7167298111897822,25.334485168710554,24.299308387439666,3.7636201526387763,7.728266551868472
2024-01-02 02:00:00,EU,18.41751283388921,30.74704305588027,2.3804051338856596,24.76086236173613,19.41877503014336,8.587099184016159,9.85349315611759
2024-01-02 03:00:00,EU,18.03400819166108,33.977391204416705,2.3574524960721948,24.796588872700198,26.78773900787293,13.001083891544626,10.816884053228849
2024-01-02 04:00:00,EU,17.0789432878871,33.52432926035879,2.050728183688378,25.570810052242248,22.112119075918645,16.437740435263457,8.211696910126724
2024-01-02 05:00:00,EU,19.16718140243526,31.432219855408192,2.2560077140424926,25.564808374747457,22.66629147193539,16.51588929241073,8.827986095277943
2024-01-02 06:00:00,EU,20.803923748398113,30.0250148476473,1.6733073645489263,24.383918156673396,22.60525681742232,16.746115664779136,7.975865170187801
2024-01-02 07:00:00,EU,17.874806510171933,34.8630127124956,2.2831075755421626,24.734930272861188,18.742988733426223,16.543144248878995,9.59313195693867
2024-01-02 08:00:00,EU,16.43338119307891,32.99777806183313,1.919019437455141,24.808256890398233,24.923933678868014,14.05630476748198,9.150761645946858
2024-01-02 09:00:00,EU,18.535875195467433,32.092369586742805,1.9233626899314364,24.32053330094724,25.29189168284675,13.036613943525955,8.202752891851206
2024-01-02 10:00:00,EU,18.53150977330666,34.60722653317806,2.6133199955847637,24.461843858078364,24.403034224374416,8.671694875379076,9.918794035683112
2024-01-02 11:00:00,EU,17.891260324090574,33.6237372684893,2.0181383592506794,25.223795819003286,22.85080701857891,5.181265854044332,9.631700311464078
2024-01-02 12:00:00,EU,18.798692699933635,34.086253424615975,2.20117836691732,24.500482268725722,30.170143807446234,1.2520692322560565,9.265183672824625
2024-01-02 13:00:00,EU,18.02016308206475,34.3413322569435,1.2604092223296326,25.65518268020287,24.090094286588826,0.0,9.425886498556352
2024-01-02 14:00:00,EU,16.968478622481467,36.63288639603226,1.867051407082901,25.309040388170974,24.623525609634413,1.068344795215383,12.839001990086897
2024-01-02 15:00:00,EU,14.659941049333385,31.858473147986928,2.115105546696492,23.81160847217048,25.897780475610105,0.6035575693001963,8.699660234982451
2024-01-02 16:00:00,EU,20.817837372965737,32.72470924443598,2.0695436183740026,25.151039482953816,23.550440113657103,0.098147329124284,7.309535383413673
2024-01-02 17:00:00,EU,15.908107267249061,32.956072094573756,2.464893258277737,25.98629569772955,21.132650901667148,0.0,11.359578253962267
2024-01-02 18:00:00,EU,18.67090296662586,34.314595774101306,2.040616668236537,25.731881473979296,19.040899103102728,0.0,10.336775457452656
2024-01-02 19:00:00,EU,19.25557121458176,34.42987061473554,2.00282089359609,25.05800443418056,19.432870224225738,0.0,9.008158602064242
2024-01-02 20:00:00,EU,17.71824447299517,34.2383193590959,2.143596305113616,25.0802375180802,25.362282189911937,0.0,9.113715097282235
2024-01-02 21:00:00,EU,19.047947159400643,32.177409073498204,2.021485778418319,24.56647699894645,24.764742181494775,0.5047095356574309,9.60853430154782
